Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
11110178610,"Mar 26, 2024, 1:31:05 PM",Afternoon Football (Soccer),Football (Soccer),,3090,4.45,,,false,,,activities/11875394979.fit.gz,,,3090.0,3055.0,4457.1,5.71,1.459,0.0,0.0,7.1,8.8,4.7,0.0,,,120.0,59.0,,,,,499.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.442,0.0,,,,,,,,,,,,,,,,,""
11110178618,"Feb 29, 2024, 7:29:47 PM",Evening Run,Run,"",2705,6.85,,,false,,HOKA Clifton 9 Pomarańcz,activities/11875394990.fit.gz,,,2705.0,2705.0,6856.9,4.098,2.535,41.0,32.0,38.6,75.4,11.8,0.1,,,86.0,79.0,,,,304.0,554.0,,,,821933.0,,,,,,,,307.0,2706.0,0.0,,0.0,,1.0,6940.7,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.535,201.1,,,,7144.0,,,400.0,231.0,2.566,,,,,,,,""
11110178651,"Mar 2, 2024, 9:24:49 PM",Night Run,Run,"",6636,16.30,,,false,,HOKA Clifton 9 Pomarańcz,activities/11875394994.fit.gz,,,6636.0,6636.0,16307.6,3.876,2.457,117.0,113.0,0.0,78.6,14.3,0.0,,,83.0,78.0,,,,294.0,1276.0,,,,1949992.0,,,,,,,,300.0,6637.0,0.0,,0.0,,1.0,16521.5,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.457,775.5,,,,17210.0,,,939.0,226.0,2.49,,,,,,,,""
11110178661,"Mar 12, 2024, 6:55:19 PM",Evening Run,Run,"",3632,9.34,,,false,,HOKA Clifton 9 Pomarańcz,activities/11875395021.fit.gz,,,3632.0,3632.0,9341.1,3.7,2.572,50.0,59.0,41.2,83.8,10.6,-0.1,,,83.0,78.0,,,,305.0,722.0,,,,1107451.0,,,,,,,,311.0,3633.0,0.0,,0.0,,1.0,9406.1,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.572,501.5,,,,9514.0,,,552.0,234.0,2.59,,,,,,,,""
11110178684,"Feb 24, 2024, 1:56:51 PM",Afternoon Run,Run,"",4516,11.27,,,false,,HOKA Clifton 9 Pomarańcz,activities/11875395005.fit.gz,,,4516.0,4516.0,11278.2,3.77,2.497,70.0,71.0,23.0,74.0,11.4,0.0,,,85.0,79.0,,,,294.0,1063.0,,,,1328064.0,,,,,,,,297.0,4517.0,0.0,,0.0,,1.0,11407.4,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.497,107.1,,,,11952.0,,,624.0,223.0,2.526,,,,,,,,""
11110178718,"Mar 15, 2024, 5:34:25 PM",Evening Run,Run,"",3615,9.30,,,false,,HOKA Clifton 9 Pomarańcz,activities/11875395010.fit.gz,,,3615.0,3615.0,9301.2,3.974,2.573,59.0,57.0,35.0,77.6,18.4,0.0,,,84.0,79.0,,,,317.0,772.0,,,,1145194.0,,,,,,,,324.0,3616.0,0.0,,0.0,,1.0,9489.5,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.573,130.7,,,,9492.0,,,597.0,244.0,2.625,,,,,,,,""
11110178734,"Mar 25, 2024, 10:48:37 AM",Lunch Run,Run,"",6290,13.59,,,false,,HOKA Clifton 9 Pomarańcz,activities/11875395036.fit.gz,,,6290.0,5883.0,13597.0,3.276,2.311,44.0,39.0,24.0,51.4,29.7,0.0,,,86.0,78.0,,,,280.0,1059.0,,,,1645072.0,,,,,,,,274.0,6291.0,0.0,,0.0,,1.0,13685.4,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.162,0.0,,,,15354.0,,,741.0,206.0,2.326,,,,,,,,""
11132956204,"Apr 8, 2024, 9:00:32 AM",Lunch Swim,Swim,,2706,"1,800",163.0,66,false,,,activities/11899017885.fit.gz,,,2706.0,2685.0,1800.0,0.808,0.67,0.0,0.0,0.0,0.0,0.0,0.0,,,,22.0,163.0,142.0,,,468.0,,,66.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.665,0.0,,,,,,,,,,,,,,,,,""
11134103061,"Apr 8, 2024, 11:30:12 AM",Afternoon Run,Run,"",5406,13.63,172.0,167,false,,HOKA Clifton 9 Pomarańcz,activities/11900195917.fit.gz,,,5406.0,5406.0,13629.5,4.012,2.521,87.0,86.0,20.4,75.6,13.8,0.0,,,86.0,78.0,172.0,157.0,,309.0,1127.0,,,167.0,1671641.0,,,,,,,,311.0,5407.0,0.0,,0.0,,1.0,13823.8,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.521,704.0,,,,14104.0,,,821.0,234.0,2.557,,,,,,,,""
11140039645,"Apr 9, 2024, 7:31:05 AM",Morning Ride,Ride,"",4683,23.80,154.0,26,false,,Czarna strzała,activities/11906272404.fit.gz,,,4683.0,4287.0,23800.6,13.988,5.552,92.0,218.0,-2.0,139.4,12.4,-0.5,,,,,154.0,127.0,,,593.0,,,26.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14104308.0,,,,,,,,,,,0.0,5.082,1686.5,,,,,,,,,,,,,,,,,""
11141598036,"Apr 9, 2024, 12:28:15 PM",Afternoon Football (Soccer),Football (Soccer),,2697,3.53,176.0,48,false,,,activities/11907869235.fit.gz,,,2697.0,2660.0,3530.4,6.258,1.327,0.0,0.0,6.9,9.1,5.8,0.0,,,121.0,54.0,176.0,145.0,,,461.0,,,48.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.309,0.0,,,,,,,,,,,,,,,,,""
11142289766,"Apr 9, 2024, 1:55:43 PM",Afternoon Ride,Ride,,4634,21.38,156.0,34,false,,Czarna strzała,activities/11908583770.fit.gz,,11.0,4634.0,4337.0,21383.6,9.029,4.931,181.0,49.0,1.8,137.2,17.4,0.6,,,,,156.0,132.0,,,653.0,,,34.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,14104308.0,,,,,,,,,,,0.0,4.615,111.3,,,,,,,,,,,,,,,,,""
11158296226,"Apr 11, 2024, 4:01:08 PM",Evening Swim,Swim,,2705,"1,100",173.0,43,false,,,activities/11925001775.fit.gz,,,2705.0,2632.0,1100.0,1.39,0.418,0.0,0.0,0.0,0.0,0.0,0.0,,,,22.0,173.0,133.0,,,319.0,,,43.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.407,0.0,,,,,,,,,,,,,,,,,""
11159467322,"Apr 11, 2024, 6:05:52 PM",Evening Run,Run,,3033,7.90,166.0,61,false,,HOKA Clifton 9 Pomarańcz,activities/11926193411.fit.gz,,,3033.0,3033.0,7904.0,4.388,2.606,56.0,62.0,29.6,78.4,15.4,-0.1,,,88.0,79.0,166.0,148.0,,318.0,625.0,,,61.0,963934.0,,,,,,,,324.0,3034.0,,,0.0,,1.0,8060.1,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.606,33.7,,,,8028.0,,,500.0,244.0,2.657,,,,,,,,""
11169123755,"Apr 13, 2024, 7:02:14 AM",Morning Run,Run,,1480,4.99,173.0,57,false,,HOKA Clifton 9 Pomarańcz,activities/11936096845.fit.gz,,,1480.0,1480.0,4994.1,4.662,3.374,8.0,6.0,0.2,8.0,18.5,0.0,,,88.0,83.0,173.0,164.0,,412.0,370.0,,,57.0,609865.0,,,,,,,,409.0,1481.0,,,0.0,,1.0,5034.1,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,3.374,332.4,,,,4032.0,,,389.0,308.0,3.401,,,,,,,,""
11186237440,"Apr 15, 2024, 9:01:10 AM",Lunch Swim,Swim,,2093,"1,175",183.0,63,false,,,activities/11953811850.fit.gz,,,2093.0,1941.0,1175.0,1.924,0.605,0.0,0.0,0.0,0.0,0.0,0.0,,,,22.0,183.0,147.0,,,349.0,,,63.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.561,0.0,,,,,,,,,,,,,,,,,""
11194802200,"Apr 16, 2024, 12:28:50 PM",Afternoon Football (Soccer),Football (Soccer),,3044,4.29,174.0,38,false,,,activities/11962587323.fit.gz,,,3044.0,2970.0,4295.4,5.682,1.446,0.0,0.0,9.8,12.0,4.9,0.0,,,125.0,59.0,174.0,138.0,,,495.0,,,38.0,,,,,,,,,,,,,0.0,,1.0,,1713268736.0,5.0,6.2,2.7,3.9,0.85,995.1,5.4,10.7,248.0,0.7,1713238912.0,1713289856.0,0.25,,,0.91,5.0,0.99,6147.0,2.0,,,,,0.0,1.411,0.0,,,,,,,,,,,,,,,,,""
11211027129,"Apr 18, 2024, 4:00:20 PM",Evening Swim,Swim,,2719,"1,250",174.0,37,false,,,activities/11979205004.fit.gz,,,2719.0,2706.0,1250.0,1.786,0.462,0.0,0.0,0.0,0.0,0.0,0.0,,,,21.0,174.0,131.0,,,346.0,,,37.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.46,0.0,,,,,,,,,,,,,,,,,""
11211968131,"Apr 18, 2024, 5:43:18 PM",Evening Run,Run,,3016,8.18,165.0,59,false,,HOKA Clifton 9 Pomarańcz,activities/11980161962.fit.gz,,,3016.0,3016.0,8180.5,4.082,2.712,45.0,43.0,36.0,80.0,7.2,0.0,,,86.0,79.0,165.0,147.0,,326.0,633.0,,,59.0,984703.0,,,,,,,,330.0,3017.0,,,0.0,,1.0,8237.6,1713459584.0,1.0,5.6,3.0,-0.4,0.66,1012.5,3.3,5.7,338.0,0.0,1713411328.0,1713462912.0,0.375,,17243084.0,0.0,1.0,0.19,28148.0,0.0,,,,,0.0,2.712,203.0,,,,7962.0,,,515.0,248.0,2.731,,,,,,,,""
11237440490,"Apr 22, 2024, 8:54:15 AM",Morning Run,Run,,4820,12.73,140.0,18,false,,HOKA Clifton 9 Pomarańcz,activities/12006454872.fit.gz,,,4820.0,4812.0,12729.5,3.924,2.645,86.0,83.0,13.8,77.0,14.6,0.0,,,84.0,79.0,140.0,121.0,,323.0,882.0,,,18.0,1555421.0,,,,,,,,326.0,4821.0,,,0.0,,1.0,12925.0,1713772800.0,3.0,3.2,-1.5,-0.8,0.75,1020.8,6.2,10.9,333.0,0.0,1713756416.0,1713809024.0,0.375,,17243084.0,0.0,1.0,0.98,18481.0,2.0,,,,,0.0,2.641,579.2,,,,12674.0,,,804.0,245.0,2.686,,,,,,,,""
11239069282,"Apr 22, 2024, 2:15:42 PM",Afternoon Swim,Swim,,2702,"1,025",176.0,35,false,,,activities/12008135189.fit.gz,,,2702.0,2627.0,1025.0,2.084,0.39,0.0,0.0,0.0,0.0,0.0,0.0,,,,26.0,176.0,128.0,,,307.0,,,35.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.379,0.0,,,,,,,,,,,,,,,,,""
11244000633,"Apr 23, 2024, 6:30:39 AM",Morning Ride,Ride,,4290,22.68,155.0,38,false,,Czarna strzała,activities/12013194836.fit.gz,,11.0,4290.0,3922.0,22686.1,14.116,5.784,55.0,186.0,-1.6,138.8,11.2,-0.6,,,,,155.0,132.0,,,625.0,,,38.0,,,,,,,,,,,,,0.0,,1.0,,1713852032.0,3.0,1.7,-2.0,-1.2,0.81,1019.7,3.7,7.9,248.0,0.0,1713842688.0,1713895552.0,0.375,14104308.0,,0.0,1.0,0.74,23945.0,1.0,,,,,0.0,5.288,229.1,,,,,,,,,,,,,,,,,""
11245991606,"Apr 23, 2024, 12:30:42 PM",Afternoon Football (Soccer),Football (Soccer),,3510,4.16,173.0,37,false,,,activities/12015248909.fit.gz,,,3510.0,3456.0,4163.3,6.406,1.205,0.0,0.0,8.0,10.1,5.8,0.0,,,115.0,58.0,173.0,136.0,,,530.0,,,37.0,,,,,,,,,,,,,0.0,,1.0,,1713873664.0,3.0,6.2,3.5,-0.9,0.6,1018.4,3.6,8.1,234.0,0.0,1713842688.0,1713895424.0,0.375,,,0.0,1.0,0.94,29689.0,2.0,,,,,0.0,1.186,0.0,,,,,,,,,,,,,,,,,""
11246707838,"Apr 23, 2024, 1:46:15 PM",Afternoon Ride,Ride,,5902,22.12,159.0,41,false,,Czarna strzała,activities/12015986919.fit.gz,,11.0,5902.0,4516.0,22125.9,8.23,4.899,185.0,49.0,0.2,142.2,26.9,0.6,,,,,159.0,132.0,,,746.0,,,41.0,,,,,,,,,,,,,0.0,,1.0,,1713877248.0,3.0,7.0,4.6,-0.7,0.58,1017.8,3.5,8.3,227.0,0.0,1713842688.0,1713895424.0,0.375,14104308.0,,0.0,1.0,0.93,28801.0,2.0,,,,,0.0,3.749,155.5,,,,,,,,,,,,,,,,,""
11262989937,"Apr 25, 2024, 5:30:34 PM",Evening Swim,Swim,,2653,"1,525",164.0,64,false,,,activities/12032803818.fit.gz,,,2653.0,2647.0,1525.0,1.316,0.576,0.0,0.0,0.0,0.0,0.0,0.0,,,,20.0,164.0,141.0,,,456.0,,,64.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.575,0.0,,,,,,,,,,,,,,,,,""
11271614637,"Apr 26, 2024, 11:21:36 PM",Night Workout,Workout,,85,0.04,162.0,0,false,,,activities/12041793452.fit.gz,,,85.0,59.0,41.4,2.834,0.702,0.0,1.0,130.2,132.4,2.0,-3.9,,,90.0,90.0,162.0,136.0,,,15.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,1714172416.0,3.0,6.0,3.8,1.5,0.73,1012.3,2.7,6.3,176.0,0.0,1714187776.0,1714241536.0,0.625,,,0.07,5.0,0.64,25204.0,0.0,,,,,0.0,0.487,0.0,,,,,,,,,,,,,,,,,""
11271614653,"Apr 26, 2024, 11:57:44 PM",Night Workout,Workout,,59,0.04,151.0,0,false,,,activities/12041793472.fit.gz,,,59.0,18.0,47.3,2.635,2.629,0.0,2.0,132.8,135.0,1.1,-4.2,,,91.0,91.0,151.0,145.0,,,8.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,1714172416.0,3.0,6.0,3.8,1.5,0.73,1012.3,2.7,6.3,176.0,0.0,1714187776.0,1714241536.0,0.625,,,0.07,5.0,0.64,25204.0,0.0,,,,,0.0,0.802,0.0,,,,,,,,,,,,,,,,,""
11271614657,"Apr 26, 2024, 10:56:50 PM",Night Run,Run,"",1486,4.70,167.0,45,false,,HOKA Clifton 9 Pomarańcz,activities/12041793374.fit.gz,,,1486.0,1486.0,4700.9,3.904,3.163,15.0,19.0,132.4,152.0,5.2,-0.1,,,91.0,81.0,167.0,158.0,,375.0,349.0,,,45.0,557401.0,,,,,,,,373.0,1487.0,0.0,,0.0,,1.0,4713.4,1714168832.0,2.0,6.3,4.4,1.8,0.73,1012.1,2.5,5.7,173.0,0.0,1714187776.0,1714241536.0,0.625,,17243084.0,0.07,5.0,0.57,25945.0,0.0,,,,,0.0,3.163,0.0,,,,4026.0,,,324.0,280.0,3.172,,,,,,,,""
